,Average Rt(min),Average Mz,mass_round,pos_DIWB_1,pos_DIWB_2,pos_no injection_1,pos_no injection_2,pos_no injection_3,pos_no injection_4,pos-octl,pos_butac,pos_chlor,pos_chx,pos_dcm,pos_glyctriol,pos_hx,pos_octn,pos_olalc,pos_tol,pos_undec,pos-octlW,pos_butacW,pos_chlorW,pos_chxW,pos_dcmW,pos_glyctriolW,pos_hxW,pos_octnW,pos_olalcW,pos_tolW,pos_undecW,pos-octlM,pos_butacM,pos_chlorM,pos_chxM,pos_dcmM,pos_glyctriolM,pos_hxM,pos_octnM,pos_olalcM,pos_tolM,pos_undecM,pos-octlR_log,pos_butacR_log,pos_chlorR_log,pos_chxR_log,pos_dcmR_log,pos_glyctriolR_log,pos_hxR_log,pos_octnR_log,pos_olalcR_log,pos_tolR_log,pos_undecR_log,zeros,W_average,W_std,W_Rstd,W_Rstd_flag,Average,Stdev,Aliquot_Plate_Barcode,Aliquot_Well_ID,Aliquot_Concentration,Aliquot_Concentration_Unit,Target_Concentration,Target_Concentration_Unit,Aliquot_Solvent,DTXSID,CASRN,Preferred_Name,Smiles,Indigo_Inchi_Key,Mol_Formula,Monoisotopic_Mass,Relationship,MS_Ready_DTXCID,MS_Ready_Smiles,MS_Ready_Inchikey,MS_Ready_Mol_Formula,MS_Ready_Monoisotopic_Mass,octl,butac,chlor,chx,dcm,glyctriol,hx,octn,olalc,tol,undec,Mass_diff,Mass_flag
443,5.852,180.03520496809998,180.0,2685,2435,10419,6347,3424,4207,2571.5,3942.5,6278.5,17905.5,7977.5,4049.5,18992.0,19872.5,2904.0,7712.5,23913.0,15484.0,16024.5,19980.0,19597.5,19756.0,20101.0,19378.0,20255.0,24966.0,20886.5,26873.0,12912.5,12082.0,13701.5,1692.0,11778.5,16051.5,386.0,382.5,22062.0,13174.0,2960.0,0.7008238058705681,0.48636712939250715,0.3389122164558467,-1.0245860942187273,0.16922317340880577,0.5981142198116725,-1.691983396938761,-1.7156210661661278,0.8806482682244499,0.23252248206419684,-0.9073423527906638,0,20300.136363636364,3141.7594310058257,15.476543480927841,0,13951.3290776271,8154.63806844101,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID9024485,1747-60-0,2-Amino-6-methoxybenzothiazole,COC1=CC2=C(C=C1)N=C(N)S2,KZHGPDSVHSDCMX-UHFFFAOYSA-N,C8H8N2OS,180.03573405999995,2D-QSAR-Ready,DTXCID604485,COC1=CC2=C(C=C1)N=C(N)S2,KZHGPDSVHSDCMX-UHFFFAOYSA-N,C8H8N2OS,180.03573405999995,1.18,2.02,1.66,-0.43,1.71,0.55,-0.82,-0.8,0.69,1.06,-0.83,2.9388160230529605,0
458,2.966,180.07606496809998,180.0,3115,3818,2673,1348,2377,1844,12970.0,11086.0,11060.5,9179.0,12657.5,62448.0,16642.0,6575.5,41775.5,11093.0,8158.0,9909.0,5970.5,8292.0,6715.0,8770.0,42192.5,7209.0,5892.5,21974.5,11507.5,11150.5,-3061.0,-5115.5,-2768.5,-2464.0,-3887.5,-20255.5,-9433.0,-683.0,-19801.0,414.5,2992.5,,,,,,,,,,-1.4275244781026688,-0.4355495419026275,9,12689.363636363636,10268.709071939482,80.92375131021278,0,13801.7617450789,14168.5110555653,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4022527,94-13-3,Propylparaben,CCCOC(=O)C1=CC=C(O)C=C1,QELSKZZBTMNZEB-UHFFFAOYSA-N,C10H12O3,180.07864424600004,2D-QSAR-Ready,DTXCID602527,CCCOC(=O)C1=CC=C(O)C=C1,QELSKZZBTMNZEB-UHFFFAOYSA-N,C10H12O3,180.07864424600004,3.27,3.71,2.22,0.6,2.54,1.01,0.49,0.37,2.89,2.11,0.58,14.323063741697725,0
460,2.422,180.07606496809998,180.0,6966,7852,2078,1253,1553,752,17093.5,19656.5,15766.5,6327.0,24739.5,63891.5,17425.0,14215.0,20812.5,19506.5,16017.0,16051.5,15932.5,14659.0,7446.0,19074.5,41898.5,15456.0,15559.0,16425.0,18897.0,17156.0,-1042.0,-3724.0,-1107.5,1119.0,-5665.0,-21993.0,-1969.0,1344.0,-4387.5,-609.5,1139.0,,,,-0.7523677479307989,,,,-1.0243475953086545,,,-1.148057451498471,8,18050.454545454544,8086.538998558444,44.79964190483387,0,17478.8622879328,12452.6536064928,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4022527,94-13-3,Propylparaben,CCCOC(=O)C1=CC=C(O)C=C1,QELSKZZBTMNZEB-UHFFFAOYSA-N,C10H12O3,180.07864424600004,2D-QSAR-Ready,DTXCID602527,CCCOC(=O)C1=CC=C(O)C=C1,QELSKZZBTMNZEB-UHFFFAOYSA-N,C10H12O3,180.07864424600004,3.27,3.71,2.22,0.6,2.54,1.01,0.49,0.37,2.89,2.11,0.58,14.323063741697725,0
462,4.961,180.0762649681,180.0,2948,2612,3327,3618,2200,4045,2082.5,2945.0,3182.0,1717.0,3098.0,29097.5,1679.0,4097.0,11313.5,1833.0,2231.0,1860.0,3243.5,3516.0,2227.5,3980.0,12397.5,2470.0,2937.0,3647.0,2295.5,1677.0,-222.5,298.5,334.0,510.5,882.0,-16700.0,791.0,-1160.0,-7666.5,462.5,-554.0,,-0.9941409636577325,-0.9789537084989982,-0.5267745487379875,-0.5456128282913675,,-0.32687421264037225,,,-0.5980507278871652,,5,3659.181818181818,2855.0706190336905,78.02483617641947,0,4472.91295788335,5684.40149242502,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4022527,94-13-3,Propylparaben,CCCOC(=O)C1=CC=C(O)C=C1,QELSKZZBTMNZEB-UHFFFAOYSA-N,C10H12O3,180.07864424600004,2D-QSAR-Ready,DTXCID602527,CCCOC(=O)C1=CC=C(O)C=C1,QELSKZZBTMNZEB-UHFFFAOYSA-N,C10H12O3,180.07864424600004,3.27,3.71,2.22,0.6,2.54,1.01,0.49,0.37,2.89,2.11,0.58,13.212437876848224,0
464,2.644,180.0764449681,180.0,3937,3473,1601,2388,884,530,13376.0,11415.0,8986.0,8583.5,14632.5,40822.0,11684.0,9096.0,22369.5,13960.0,9522.0,9758.5,10455.5,8143.0,7852.5,12000.0,24550.5,8604.0,11632.0,11941.0,11032.0,12185.5,-3617.5,-959.5,-843.0,-731.0,-2632.5,-16271.5,-3080.0,2536.0,-10428.5,-2928.0,2663.5,,,,,,,,-0.5547012024699833,,,-0.5532754760176434,9,11650.40909090909,4351.61267294918,37.351586875561125,0,11802.0978489296,7922.4270999892,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4022527,94-13-3,Propylparaben,CCCOC(=O)C1=CC=C(O)C=C1,QELSKZZBTMNZEB-UHFFFAOYSA-N,C10H12O3,180.07864424600004,2D-QSAR-Ready,DTXCID602527,CCCOC(=O)C1=CC=C(O)C=C1,QELSKZZBTMNZEB-UHFFFAOYSA-N,C10H12O3,180.07864424600004,3.27,3.71,2.22,0.6,2.54,1.01,0.49,0.37,2.89,2.11,0.58,12.212874598515238,0
495,5.579,181.1102949681,181.0,2784,2130,3049,5728,4526,2569,6111.5,11736.0,16364.0,39450.0,18702.5,37121.5,40912.5,40787.5,15763.0,35253.0,45160.0,35111.0,38877.0,37501.5,35914.0,37176.5,41552.0,41326.0,41613.5,46762.0,37621.0,46225.0,28999.5,27141.0,21137.5,-3536.0,18474.0,4430.5,413.5,826.0,30999.0,2368.0,1065.0,0.6762426939013348,0.36410574420113373,0.11116414977946198,,-0.005338724128549045,-0.9231727759146898,-1.9953805044274953,-1.6935470394755492,0.29370880855332243,-1.1728143829363087,-1.6274043254781738,1,39970.86363636364,3729.1168165404742,9.329587797917622,1,29779.911032284,15231.9148331934,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5021962,120-07-0,N-Phenyldiethanolamine,OCCN(CCO)C1=CC=CC=C1,OJPDDQSCZGTACX-UHFFFAOYSA-N,C10H15NO2,181.110278727,2D-QSAR-Ready,DTXCID501962,OCCN(CCO)C1=CC=CC=C1,OJPDDQSCZGTACX-UHFFFAOYSA-N,C10H15NO2,181.110278727,0.24,0.58,-0.43,-3.39,-0.54,-2.05,-3.6,-3.68,-0.42,-1.62,-3.64,0.08967519733853972,0
496,5.576,181.1118049681,181.0,4884,3315,7063,3712,5082,2574,6226.5,14180.0,18072.0,40485.0,18963.5,37469.5,44605.0,42526.5,16147.5,37148.5,46924.5,36719.0,40576.5,39067.5,37395.0,39553.0,43864.0,43158.5,41425.0,47363.0,39150.5,47636.0,30492.5,26396.5,20995.5,-3090.0,20589.5,6394.5,-1446.5,-1101.5,31215.5,2002.0,711.5,0.689949040054998,0.26987011528584476,0.0651200037458762,,0.035727304244108936,-0.7678713061230429,,,0.2862650024994009,-1.2684772091558572,-1.819224749309994,3,41446.181818181816,3517.85060456425,8.487755566957972,1,31164.3056688496,15512.4657977459,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5021962,120-07-0,N-Phenyldiethanolamine,OCCN(CCO)C1=CC=CC=C1,OJPDDQSCZGTACX-UHFFFAOYSA-N,C10H15NO2,181.110278727,2D-QSAR-Ready,DTXCID501962,OCCN(CCO)C1=CC=CC=C1,OJPDDQSCZGTACX-UHFFFAOYSA-N,C10H15NO2,181.110278727,0.24,0.58,-0.43,-3.39,-0.54,-2.05,-3.6,-3.68,-0.42,-1.62,-3.64,8.427136829056597,0
501,6.602,184.0639849681,184.0,1376,636,1140,699,689,91,608.0,393.0,1179.0,15812.5,990.5,1644.0,16545.5,16554.5,902.0,2939.5,17218.0,14068.5,16371.5,15028.0,17241.5,17158.0,15574.5,16340.0,17710.5,17261.0,17116.5,18006.0,13460.5,15978.5,13849.0,1429.0,16167.5,13930.5,-205.5,1156.0,16359.0,14177.0,788.0,1.3451576130972331,1.6091434566238652,1.0699046101709986,-1.043968309728923,1.2127883897445886,0.9280648913996827,,-1.1559582340890378,1.258550214864542,0.6833108748347961,-1.339456485992284,1,16534.18181818182,1153.654751268319,6.977392434379197,1,10159.4619371003,7765.86764005987,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4041995,3878-19-1,Fuberidazole,N1C2=CC=CC=C2N=C1C1=CC=CO1,UYJUZNLFJAWNEZ-UHFFFAOYSA-N,C11H8N2O,184.063662886,2D-QSAR-Ready,DTXCID2021995,N1C2=CC=CC=C2N=C1C1=CC=CO1,UYJUZNLFJAWNEZ-UHFFFAOYSA-N,C11H8N2O,184.063662886,2.94,3.99,2.75,1.32,3.14,1.9,0.96,0.95,2.62,2.85,1.06,1.7498407612575968,0
522,1.732,187.0628649681,187.0,4285,4028,0,115,118,126,8432.0,8859.5,5623.5,7182.5,5881.5,8388.0,9125.5,8593.5,7905.5,7334.5,8890.0,8066.0,11579.0,6893.0,8820.0,8102.5,10774.0,10156.0,11450.0,10204.5,9936.0,10448.5,-366.0,2719.5,1269.5,1637.5,2221.0,2386.0,1030.5,2856.5,2299.0,2601.5,1558.5,,-0.5129201493263392,-0.6463739942674909,-0.6420943260001644,-0.422939542807414,-0.5459879824589832,-0.9472086733192455,-0.478335852908726,-0.5363903717369424,-0.45014668267903163,-0.756194954357355,1,9675.40909090909,1436.3457708900455,14.845323411075409,1,7775.70604810528,3016.06458238371,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5037494,6190-65-4,Deethylatrazine,CC(C)NC1=NC(Cl)=NC(N)=N1,DFWFIQKMSFGDCQ-UHFFFAOYSA-N,C6H10ClN5,187.062473,2D-QSAR-Ready,DTXCID3017494,CC(C)NC1=NC(Cl)=NC(N)=N1,DFWFIQKMSFGDCQ-UHFFFAOYSA-N,C6H10ClN5,187.062473,0.46,0.78,0.88,-1.47,0.66,-0.44,-1.75,-1.75,-0.09,-0.2,-1.85,2.0953860691769055,0
556,4.213,192.0758349681,192.0,3884,4733,1500,1367,2498,3607,6433.0,7123.0,2864.0,4297.5,3356.0,47986.5,5964.5,6705.5,20661.0,5068.5,9814.5,4750.0,5512.0,5626.5,5361.5,3117.5,28294.5,4971.0,6286.5,8941.0,4867.5,7267.0,-1683.0,-1611.0,2762.5,1064.0,-238.5,-19692.0,-993.5,-419.0,-11720.0,-201.0,-2547.5,,,-0.015670726942650853,-0.6062742574000606,,,,,,,,9,7726.818181818182,6657.727588957086,86.16389608627324,0,8443.40485217524,9894.15303831704,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4047094,94-02-0,Ethyl benzoylacetate,CCOC(=O)CC(=O)C1=CC=CC=C1,GKKZMYDNDDMXSE-UHFFFAOYSA-N,C11H12O3,192.07864424600004,2D-QSAR-Ready,DTXCID2027094,CCOC(=O)CC(=O)C1=CC=CC=C1,GKKZMYDNDDMXSE-UHFFFAOYSA-N,C11H12O3,192.07864424600004,1.76,2.46,3.3,1.02,3.32,1.45,0.78,0.7,1.64,2.37,0.71,14.625664977329768,0
557,3.917,192.0759349681,192.0,3376,5826,2569,1606,2467,2971,8521.0,9456.0,2704.0,7428.5,8248.0,25796.0,7762.5,7665.5,10235.5,8637.5,8314.0,6488.0,7980.5,4090.5,7856.5,7535.5,17902.0,6079.5,7508.5,8166.5,7995.5,9026.5,-2033.0,-1475.5,1386.5,428.0,-712.5,-7894.0,-1683.0,-157.0,-2069.0,-642.0,712.5,,,-0.29008681335571784,-1.2394573586788138,,,,,,,-1.067025151489648,8,8239.045454545454,3306.1848134460292,40.128250677656084,0,8076.46389590993,4815.3625633693,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4047094,94-02-0,Ethyl benzoylacetate,CCOC(=O)CC(=O)C1=CC=CC=C1,GKKZMYDNDDMXSE-UHFFFAOYSA-N,C11H12O3,192.07864424600004,2D-QSAR-Ready,DTXCID2027094,CCOC(=O)CC(=O)C1=CC=CC=C1,GKKZMYDNDDMXSE-UHFFFAOYSA-N,C11H12O3,192.07864424600004,1.76,2.46,3.3,1.02,3.32,1.45,0.78,0.7,1.64,2.37,0.71,14.105044892802063,0
558,4.783,192.0760049681,192.0,2273,1710,984,2509,1872,736,2094.0,2613.0,2031.5,1172.5,1949.0,43264.0,1447.0,1674.0,3734.5,2172.5,2023.5,935.0,1946.5,1667.5,2244.0,1625.5,16734.0,1144.5,2026.5,1692.0,1106.0,3289.0,-1159.0,-666.5,-364.0,1071.5,-323.5,-26530.0,-302.5,352.5,-2042.5,-1066.5,1265.5,,,,-0.0391206760092734,,,,-0.6765963323298237,,,-0.20384105923331244,8,3128.2272727272725,4346.623817106562,138.9484662767823,0,4125.34181961359,8541.6037306311,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4047094,94-02-0,Ethyl benzoylacetate,CCOC(=O)CC(=O)C1=CC=CC=C1,GKKZMYDNDDMXSE-UHFFFAOYSA-N,C11H12O3,192.07864424600004,2D-QSAR-Ready,DTXCID2027094,CCOC(=O)CC(=O)C1=CC=CC=C1,GKKZMYDNDDMXSE-UHFFFAOYSA-N,C11H12O3,192.07864424600004,1.76,2.46,3.3,1.02,3.32,1.45,0.78,0.7,1.64,2.37,0.71,13.74061083367706,0
559,2.11,192.07605496809998,192.0,121,347,241,837,643,331,1119.0,576.5,8854.5,16111.0,570.0,2515.5,612.0,345.0,2492.5,496.5,584.0,545.0,820.0,747.0,18159.0,378.5,795.0,524.5,432.5,945.0,422.0,273.5,-574.0,243.5,-8107.5,2048.0,-191.5,-1720.5,-87.5,87.5,-1547.5,-74.5,-310.5,,-0.3743003460800647,,-0.8957925453471708,,,,-0.5958110420509608,,,,8,2185.6363636363635,5055.267284952799,231.29498433774555,0,2346.28813829609,5004.93755716271,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4047094,94-02-0,Ethyl benzoylacetate,CCOC(=O)CC(=O)C1=CC=CC=C1,GKKZMYDNDDMXSE-UHFFFAOYSA-N,C11H12O3,192.07864424600004,2D-QSAR-Ready,DTXCID2027094,CCOC(=O)CC(=O)C1=CC=CC=C1,GKKZMYDNDDMXSE-UHFFFAOYSA-N,C11H12O3,192.07864424600004,1.76,2.46,3.3,1.02,3.32,1.45,0.78,0.7,1.64,2.37,0.71,13.48030079148719,0
560,2.321,192.0762849681,192.0,12334,11691,479,185,1112,629,22861.0,28968.0,11838.5,8755.0,34459.5,25053.0,26259.0,29661.0,26756.0,27912.0,24576.5,23188.5,28781.0,24635.5,8538.5,28157.0,28083.5,24875.0,29004.0,27848.0,27989.5,27830.5,327.5,-187.0,12797.0,-216.5,-6302.5,3030.5,-1384.0,-657.0,1092.0,77.5,3254.0,-1.8438839193247758,,0.03381149146297498,,,-0.9173454500582322,,,-1.3891985489118772,-2.5564892539337443,-0.8781024854045512,5,25357.363636363636,5623.56038988448,22.17722816349896,0,22051.4372818891,9497.31138686486,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4047094,94-02-0,Ethyl benzoylacetate,CCOC(=O)CC(=O)C1=CC=CC=C1,GKKZMYDNDDMXSE-UHFFFAOYSA-N,C11H12O3,192.07864424600004,2D-QSAR-Ready,DTXCID2027094,CCOC(=O)CC(=O)C1=CC=CC=C1,GKKZMYDNDDMXSE-UHFFFAOYSA-N,C11H12O3,192.07864424600004,1.76,2.46,3.3,1.02,3.32,1.45,0.78,0.7,1.64,2.37,0.71,12.282874597029076,0
561,0.931,192.0802149681,192.0,93,256,119,115,127,237,196.0,215.5,150.0,246.5,325.0,24052.0,727.5,473.5,211.0,168.0,245.5,190.0,110.5,353.0,203.0,400.5,5210.0,221.5,502.5,584.5,299.5,102.5,-6.0,-105.0,203.0,-43.5,75.5,-18842.0,-506.0,29.0,373.5,131.5,-143.0,,,0.13140477885753166,,-0.6339364093496862,,,-1.2129219854403361,0.24800815085372493,-0.10638352890008618,,6,743.4090909090909,1420.077331732034,191.02232527119995,0,1402.56620339786,4725.65264419912,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4047094,94-02-0,Ethyl benzoylacetate,CCOC(=O)CC(=O)C1=CC=CC=C1,GKKZMYDNDDMXSE-UHFFFAOYSA-N,C11H12O3,192.07864424600004,2D-QSAR-Ready,DTXCID2027094,CCOC(=O)CC(=O)C1=CC=CC=C1,GKKZMYDNDDMXSE-UHFFFAOYSA-N,C11H12O3,192.07864424600004,1.76,2.46,3.3,1.02,3.32,1.45,0.78,0.7,1.64,2.37,0.71,8.177494724214302,0
703,6.323,201.0358949681,201.0,176,981,399,417,323,537,957.5,1624.5,2057.0,54338.0,2266.5,4572.5,55589.5,52859.5,1395.0,8203.0,61412.5,55355.0,63678.0,57472.0,64708.5,60419.0,59882.0,67838.5,61651.0,64037.0,62630.5,66697.5,54397.5,62053.5,55415.0,10370.5,58152.5,55309.5,12249.0,8791.5,62642.0,54427.5,5285.0,1.754440158212786,1.5820465663313257,1.430393045876161,-0.719303953618705,1.4092126665702989,1.082646018299694,-0.6568921331498577,-0.7790600703699702,1.6522914075816777,0.8218456749222711,-1.0652117854994332,0,62215.36363636364,3594.3015827513136,5.777192919355559,1,36515.6240781896,29295.5395913308,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID0021337,148-79-8,Thiabendazole,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,WJCNZQLZVWNLKY-UHFFFAOYSA-N,C10H7N3S,201.03606841100003,2D-QSAR-Ready,DTXCID401337,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,WJCNZQLZVWNLKY-UHFFFAOYSA-N,C10H7N3S,201.03606841100003,1.48,2.69,1.5,-0.88,1.73,0.29,-1.34,-1.33,0.92,1.06,-1.26,0.8627451850106909,0
738,1.423,202.1057149681,202.0,117,113,106,103,0,0,38867.5,81.0,125.5,0.0,53.0,53.0,64.0,0.0,52.0,0.0,53.5,7851.5,0.0,53.0,0.0,63.5,112.0,60.5,70.5,0.0,0.0,84.0,-31016.0,-81.0,-72.5,0.0,10.5,59.0,-3.5,70.5,-52.0,0.0,30.5,,,,,-0.703086570530851,0.04657614204135513,,,,,-0.24405394267444264,8,754.0909090909091,2244.709738455588,297.67097194709424,0,1876.99317947089,7707.72189116959,BF00173504,EPA_MIXTURE_006,19,mM,20,mM,DMSO,DTXSID7034549,165252-70-0,Dinotefuran,CN\C(NCC1CCOC1)=N\[N+]([O-])=O,YKBZOVFACRVRJN-UHFFFAOYSA-N,C7H14N4O3,202.106590327,2D-QSAR-Ready,DTXCID5014549,CN\C(NCC1CCOC1)=N\[N+]([O-])=O,YKBZOVFACRVRJN-UHFFFAOYSA-N,C7H14N4O3,202.106590327,-0.28,-0.34,-0.08,-3.21,-0.53,-1.94,-3.41,-3.46,-1.06,-1.76,-3.55,4.33117444902406,0
747,5.044,206.0912049681,206.0,4350,5770,5130,3248,2734,2083,5760.5,5277.5,4263.5,4386.5,5752.5,16612.0,2526.0,4284.0,72394.5,2785.0,6179.5,6114.5,6502.0,4625.0,5931.0,3606.5,18094.0,6101.5,7003.0,33141.0,4160.0,5081.5,354.0,1224.5,361.5,1544.5,-2146.0,1482.0,3575.5,2719.0,-39253.5,1375.0,-1098.0,-1.2114569189350464,-0.634469452518961,-1.0716579656887695,-0.4533302210571123,,-1.0495737187945313,0.15090343615757643,-0.19744025457231792,,-0.30652250134346626,,3,9123.636363636364,8467.614602093483,92.80964589779624,0,9553.3795596852,14499.0771171889,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID2035481,610841,4-(4-(Acetyloxy)phenyl)-2-butanone,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,UMIKWXDGXDJQJK-UHFFFAOYSA-N,C12H14O3,206.094294311,2D-QSAR-Ready,DTXCID0015481,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,UMIKWXDGXDJQJK-UHFFFAOYSA-N,C12H14O3,206.094294311,1.63,2.18,3.2,0.71,3.08,1.2,0.45,0.39,1.4,2.04,0.36,14.989948704498058,0
749,7.642,206.09135496809998,206.0,1373,1437,1862,1831,2462,1522,11369.0,2884.5,1778.0,1743.0,1534.5,2428.5,56905.0,1518.5,2090.0,1561.0,2836.0,12221.0,2174.5,1772.0,1365.0,2077.5,1597.5,51823.5,2042.5,1740.5,2426.0,2201.5,852.0,-710.0,-6.0,-378.0,543.0,-831.0,-5081.5,524.0,-349.5,865.0,-634.5,-1.1252826717168758,,,,-0.45116706317899447,,,-0.46208350927055736,,-0.2563867955976033,,7,7403.772727272727,14354.557506184128,193.88166053919122,0,6831.23323328355,14293.4242641066,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID2035481,610841,4-(4-(Acetyloxy)phenyl)-2-butanone,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,UMIKWXDGXDJQJK-UHFFFAOYSA-N,C12H14O3,206.094294311,2D-QSAR-Ready,DTXCID0015481,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,UMIKWXDGXDJQJK-UHFFFAOYSA-N,C12H14O3,206.094294311,1.63,2.18,3.2,0.71,3.08,1.2,0.45,0.39,1.4,2.04,0.36,14.262126517609099,0
751,6.061,206.09154496809998,206.0,2443,2000,3177,2263,2604,3409,4671.5,3013.0,2388.0,3989.0,3553.5,53842.5,3352.5,4030.0,11490.0,2738.5,2676.0,2519.0,2973.5,3679.0,2579.5,3484.0,23012.0,3099.5,3941.5,4699.5,3000.5,4242.5,-2152.5,-39.5,1291.0,-1409.5,-69.5,-30830.5,-253.0,-88.5,-6790.5,262.0,1566.5,,,-0.26710808019091115,,,,,,,-1.0192114539450585,-0.23255570987806154,8,5202.772727272727,5669.202839439664,108.96502954514867,0,6345.24607699525,10631.3108655526,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID2035481,610841,4-(4-(Acetyloxy)phenyl)-2-butanone,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,UMIKWXDGXDJQJK-UHFFFAOYSA-N,C12H14O3,206.094294311,2D-QSAR-Ready,DTXCID0015481,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,UMIKWXDGXDJQJK-UHFFFAOYSA-N,C12H14O3,206.094294311,1.63,2.18,3.2,0.71,3.08,1.2,0.45,0.39,1.4,2.04,0.36,13.340218414142868,0
753,3.141,206.09161496809998,206.0,14333,13125,1794,1561,1148,2959,26200.0,33412.5,38292.5,23113.5,36140.0,32418.5,37252.0,33541.0,33094.5,32283.5,26326.5,30221.5,36873.0,28443.5,31497.0,35398.5,32606.5,36665.5,37200.5,36319.5,34878.5,34396.0,4021.5,3460.5,-9849.0,8383.5,-741.5,188.0,-586.5,3659.5,3225.0,2595.0,8069.5,-0.8139132182811846,-0.9847701181878189,,-0.44044034554808,,-2.2366350669615342,,-0.9621542551362633,-1.0112261050726277,-1.0948432502437155,-0.513546499348867,3,34045.454545454544,2815.5825931488807,8.270069031945978,1,29379.4137297986,10187.1424238079,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID2035481,610841,4-(4-(Acetyloxy)phenyl)-2-butanone,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,UMIKWXDGXDJQJK-UHFFFAOYSA-N,C12H14O3,206.094294311,2D-QSAR-Ready,DTXCID0015481,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,UMIKWXDGXDJQJK-UHFFFAOYSA-N,C12H14O3,206.094294311,1.63,2.18,3.2,0.71,3.08,1.2,0.45,0.39,1.4,2.04,0.36,13.000568060270547,0
755,4.679,206.0918649681,206.0,3859,2876,2528,3858,2867,1893,3994.5,5670.0,3977.5,5972.0,2735.0,32251.5,5285.0,3544.5,12621.0,4683.5,6471.0,4813.5,3931.0,3481.0,2306.5,2898.0,25983.5,4349.0,5392.5,10391.0,3997.5,5565.0,819.0,-1739.0,-496.5,-3665.5,163.0,-6268.0,-936.0,1848.0,-2230.0,-686.0,-906.0,-0.6881785237342041,,,,-1.2247697262654917,,,-0.2828530138039624,,,,8,6646.227272727273,6442.894505378621,96.94062873559822,0,6715.72940123315,7120.23330770977,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID2035481,610841,4-(4-(Acetyloxy)phenyl)-2-butanone,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,UMIKWXDGXDJQJK-UHFFFAOYSA-N,C12H14O3,206.094294311,2D-QSAR-Ready,DTXCID0015481,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,UMIKWXDGXDJQJK-UHFFFAOYSA-N,C12H14O3,206.094294311,1.63,2.18,3.2,0.71,3.08,1.2,0.45,0.39,1.4,2.04,0.36,11.787531081938408,0
