,Average Rt(min),Average Mz,mass_round,neg_DIWB_1,neg_DIWB_2,neg_no injection_1,neg_no injection_2,neg_no injection_3,neg_no injection_4,neg-octl,neg_butac,neg_chlor,neg_chx,neg_dcm,neg_glyctriol,neg_hx,neg_octn,neg_olalc,neg_tol,neg_undec,neg-octlW,neg_butacW,neg_chlorW,neg_chxW,neg_dcmW,neg_glyctriolW,neg_hxW,neg_octnW,neg_olalcW,neg_tolW,neg_undecW,neg-octlM,neg_butacM,neg_chlorM,neg_chxM,neg_dcmM,neg_glyctriolM,neg_hxM,neg_octnM,neg_olalcM,neg_tolM,neg_undecM,neg-octlR_log,neg_butacR_log,neg_chlorR_log,neg_chxR_log,neg_dcmR_log,neg_glyctriolR_log,neg_hxR_log,neg_octnR_log,neg_olalcR_log,neg_tolR_log,neg_undecR_log,zeros,W_average,W_std,W_Rstd,W_Rstd_flag,Average,Stdev,Aliquot_Plate_Barcode,Aliquot_Well_ID,Aliquot_Concentration,Aliquot_Concentration_Unit,Target_Concentration,Target_Concentration_Unit,Aliquot_Solvent,DTXSID,CASRN,Preferred_Name,Smiles,Indigo_Inchi_Key,Mol_Formula,Monoisotopic_Mass,Relationship,MS_Ready_DTXCID,MS_Ready_Smiles,MS_Ready_Inchikey,MS_Ready_Mol_Formula,MS_Ready_Monoisotopic_Mass,octl,butac,chlor,chx,dcm,glyctriol,hx,octn,olalc,tol,undec,Mass_diff,Mass_flag,chem_id,predicted_1-octanol,predicted_butyl acetate,predicted_chloroform,predicted_cyclohexane,predicted_dichloromethane,predicted_triolein,predicted_n-hexane,predicted_n-octane,predicted_oleylalcohol,predicted_toluene,predicted_n-undecane,imputed_1-octanol,imputed_butyl acetate,imputed_chloroform,imputed_cyclohexane,imputed_dichloromethane,imputed_triolein,imputed_n-hexane,imputed_n-octane,imputed_oleylalcohol,imputed_toluene,imputed_n-undecane,1-octanol_db_std,butyl acetate_db_std,chloroform_db_std,cyclohexane_db_std,dichloromethane_db_std,triolein_db_std,n-hexane_db_std,n-octane_db_std,oleylalcohol_db_std,toluene_db_std,n-undecane_db_std,1-octanol_exp_std,butyl acetate_exp_std,chloroform_exp_std,cyclohexane_exp_std,dichloromethane_exp_std,triolein_exp_std,n-hexane_exp_std,n-octane_exp_std,oleylalcohol_exp_std,toluene_exp_std,n-undecane_exp_std,Correlation_R2
26,6.038,236.1785250319,236,29800,28900,263,113,372,222,51344,71172,42051.5,53104.5,56936,64313.5,61478,66612,57326.5,54883,53990.5,59007.5,67548.5,51112.5,56336.5,77692.5,62002.5,72366,63039,52953.5,67885.5,62579.5,7663.5,-3623.5,9061,3232,20756.5,-2311,10888,-3573,-4373,13002.5,8589,-0.826062538013484,,-0.666605361527041,-1.2156599720366,-0.438232829019842,,-0.751771618410372,,,-0.62541098019053,-0.798374746701374,4,62956.6818181818,7698.21873219775,12.2278025300478,1,53724.3436769972,19043.4463511915,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID1020697,148081-72-5,"1-O-Hexyl-2,3,5-trimethylhydroquinone",CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.177630013,2D-QSAR-Ready,DTXCID50697,CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.177630013,5.67,5.83,5.59,4.63,5.71,4.13,4.39,4.4,5.45,5.52,4.49,3.79,0,236.179@6.038,0.91,-0.46,-0.57,-0.82,-0.95,-0.45,-0.69,-0.87,-0.09,-0.88,-1.09,-0.83,-0.46,-0.67,-1.22,-0.44,-0.45,-0.75,-0.87,-0.09,-0.63,-0.80,0.96,1.21,0.83,-0.71,1.02,-1.51,-1.09,-1.08,0.60,0.71,-0.93,-0.62,0.68,-0.05,-2.00,0.77,0.73,-0.35,-0.76,2.01,0.10,-0.52,0.15
46,9.195,352.2102750319,352,145,92,290,127,122,88,233.5,133,360.5,120.5,289.5,561558.5,398.5,164.5,145.5,255.5,203,408.5,222.5,185.5,267.5,134.5,212320,210,294,109.5,192,157,175,89.5,-175,147,-155,-349238.5,-188.5,129.5,-36,-63.5,-46,-0.125248836215837,-0.172028605651174,,0.0863302878372889,,,,-0.103896133868722,,,,7,19500.0909090909,60975.0603819516,312.691159575698,0,30548.1560653986,116122.812257857,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4034948,112410-23-8,Tebufenozide,CCC1=CC=C(C=C1)C(=O)NN(C(=O)C1=CC(C)=CC(C)=C1)C(C)(C)C,QYPNKSZPJQQLRK-UHFFFAOYSA-N,C22H28N2O2,352.21507815,2D-QSAR-Ready,DTXCID2014948,CCC1=CC=C(C=C1)C(=O)NN(C(=O)C1=CC(C)=CC(C)=C1)C(C)(C)C,QYPNKSZPJQQLRK-UHFFFAOYSA-N,C22H28N2O2,352.21507815,6.01,7.55,6.7,4.87,7.17,4.57,4.31,4.37,6.24,6.61,4.55,13.64,0,352.21@9.195,-0.17,,1.80,,1.37,0.78,-0.13,,-0.57,0.62,-0.38,-0.13,-0.17,1.80,0.09,1.37,0.78,-0.13,-0.10,-0.57,0.62,-0.38,0.25,1.58,0.84,-0.74,1.25,-0.99,-1.22,-1.17,0.45,0.77,-1.01,-0.57,-0.64,2.09,-0.28,1.50,0.67,-0.57,-0.54,-1.19,0.46,-0.93,0.14
3,1.198,138.0433150319,138,14929,17556,7162,6658,5911,4025,18414.5,21401.5,35458.5,11194.5,12565.5,21708,21818,28775,30749.5,45304,16609.5,30020.5,28822,14617.5,19945,19685.5,33898.5,28806.5,33657.5,38297.5,24546,28737,11606,7420.5,-20841,8750.5,7120,12190.5,6988.5,4882.5,7548,-20758,12127.5,-0.200477364934781,-0.460011044064516,,-0.106971831535251,-0.246699780861224,-0.250598294098927,-0.494430967913717,-0.770373080341937,-0.610006166862236,,-0.1365852756729,2,27366.6818181818,6738.04110079725,24.6213302203143,0,23476.176724303,10683.5631944157,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8020961,100-01-6,4-Nitroaniline,NC1=CC=C(C=C1)[N+]([O-])=O,TYMLOMAKGOJONV-UHFFFAOYSA-N,C6H6N2O2,138.042927441,2D-QSAR-Ready,DTXCID40961,NC1=CC=C(C=C1)[N+]([O-])=O,TYMLOMAKGOJONV-UHFFFAOYSA-N,C6H6N2O2,138.042927441,1.23,1.96,1.58,-0.31,1.75,0.52,-0.53,-0.61,0.87,1.13,-0.56,2.81,0,138.043@1.198,1.15,0.96,0.95,-0.52,1.40,0.36,-0.40,-0.38,0.74,0.30,-0.89,-0.20,-0.46,0.95,-0.11,-0.25,-0.25,-0.49,-0.77,-0.61,0.30,-0.14,0.63,1.40,1.00,-1.01,1.18,-0.13,-1.24,-1.32,0.24,0.52,-1.27,-0.04,-0.61,2.52,0.17,-0.14,-0.15,-0.69,-1.30,-0.94,1.08,0.10,0.14
42,15.442,314.2820250319,314,29626,23946,17561,22187,34377,29639,23993.5,26000.5,34635.5,28898.5,33418,31001,30634.5,29071.5,35403.5,27026,27971.5,33628.5,34671,34977.5,22568,30649.5,25028.5,31004.5,18545.5,20833,33816.5,28451,9635,8670.5,342,-6330.5,-2768.5,-5972.5,370,-10526,-14570.5,6790.5,479.5,-0.396241885367175,-0.47693755713556,-2.00549535546122,,,,-1.9180090723355,,,-0.599880018878191,-1.76592714497051,5,28561.2272727273,5645.39121908561,19.7659266010474,0,29210.3594132966,6845.7666797401,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8027086,141-23-1,Methyl 12-hydroxyoctadecanoate,CCCCCCC(O)CCCCCCCCCCC(=O)OC,RVWOWEQKPMPWMQ-UHFFFAOYSA-N,C19H38O3,314.282095084,2D-QSAR-Ready,DTXCID507086,CCCCCCC(O)CCCCCCCCCCC(=O)OC,RVWOWEQKPMPWMQ-UHFFFAOYSA-N,C19H38O3,314.282095084,6.99,7.07,7.6,6.2,7.56,5.24,5.9,5.92,6.89,7.09,6.01,0.22,0,314.282@15.442,1.41,0.98,0.15,-1.75,-0.59,-0.87,-1.61,-1.81,-0.06,-1.23,-2.12,-0.40,-0.48,-2.01,-1.75,-0.59,-0.87,-1.92,-1.81,-0.06,-0.60,-1.77,0.55,0.66,1.38,-0.53,1.32,-1.84,-0.94,-0.91,0.41,0.68,-0.79,1.02,0.91,-1.28,-0.91,0.75,0.35,-1.15,-1.00,1.50,0.73,-0.93,0.14
21,5.594,222.0898850319,222,45280,48439,27347,34602,18239,17913,39091.5,37032,42625.5,24867,37509.5,42126.5,38189.5,35340.5,33192.5,32216,39499,38877,38825.5,38141.5,39999.5,40713.5,35499.5,39301.5,41397.5,39378,43131,38542,-214.5,1793.5,-4484,15132.5,3204,-6627,1112,6057,6185.5,10915,-957,,-1.31487578676277,,-0.215712711771247,-1.06844876765059,,-1.53583918511884,-0.766015115981265,-0.729665152692585,-0.470047876554217,,4,39436.9545454545,1861.76064586169,4.72085298502411,1,37143.9265471814,6371.25005178781,BF00173504,EPA_MIXTURE_006,14,mM,20,mM,DMSO,DTXSID7021780,84-66-2,Diethyl phthalate,CCOC(=O)C1=CC=CC=C1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,C12H14O4,222.089208931,2D-QSAR-Ready,DTXCID901780,CCOC(=O)C1=CC=CC=C1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,C12H14O4,222.089208931,2.07,2.37,3.55,1.21,3.36,1.52,0.99,0.93,1.8,2.37,0.89,3.04,0,222.09@5.594,0.29,0.05,0.68,-0.90,0.70,0.31,-0.82,-1.11,-1.28,-0.40,-1.29,0.29,-1.31,0.68,-0.22,-1.07,0.31,-1.54,-0.77,-0.73,-0.47,-1.29,0.17,0.51,1.83,-0.79,1.62,-0.44,-1.04,-1.10,-0.13,0.51,-1.15,1.19,-1.07,1.74,0.48,-0.72,1.22,-1.38,-0.30,-0.25,0.12,-1.04,0.12
52,13.737,403.8504150319,404,0,0,150,0,0,124,0,56.5,160,466,67.5,0,993.5,267.5,87.5,281,75,168,6853,9527,24138,17437,1916,23860,20713.5,2503.5,23183.5,22752,168,6796.5,9367,23672,17369.5,1916,22866.5,20446,2416,22902.5,22677,,2.08023687341543,1.76748053757413,1.70584903546258,2.41048354415572,,1.36203182411804,1.88328457010128,1.44108887692678,1.91117657190835,2.48052433666943,2,13913.7727272727,9333.90308685015,67.0839122487213,0,6103.68960002824,9258.19237766953,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID6020690,70-30-4,Hexachlorophene,OC1=C(CC2=C(Cl)C(Cl)=CC(Cl)=C2O)C(Cl)=C(Cl)C=C1Cl,ACGUYXCXAPNIKK-UHFFFAOYSA-N,C13H6Cl6O2,403.8498956,2D-QSAR-Ready,DTXCID40690,OC1=C(CC2=C(Cl)C(Cl)=CC(Cl)=C2O)C(Cl)=C(Cl)C=C1Cl,ACGUYXCXAPNIKK-UHFFFAOYSA-N,C13H6Cl6O2,403.8498956,6.46,6.99,4.82,2.83,5.06,3.01,2.37,2.38,5.41,4.83,2.68,1.29,0,403.85@13.737,2.84,2.76,2.96,1.96,2.39,2.09,1.94,1.70,2.83,2.58,1.35,2.84,2.08,1.77,1.71,2.41,2.09,1.36,1.88,1.44,1.91,2.48,1.38,1.71,0.35,-0.89,0.50,-0.78,-1.18,-1.18,0.72,0.36,-0.99,1.97,0.19,-0.54,-0.68,0.97,0.22,-1.49,-0.27,-1.31,-0.20,1.13,0.11
50,16.602,382.1493050319,382,328,348,132,152,1171,552,322,651.5,382.5,356,352,524,279.5,480,275.5,396,271.5,247.5,417.5,700.5,319.5,244,435,545,459,315,236.5,335.5,-74.5,-234,318,-36.5,-108,-89,265.5,-21,39.5,-159.5,64,,,-0.0802043195052037,,,,-0.0223172868049542,,-0.843524507561344,,-0.627589859940979,7,386.818181818182,137.052125572597,35.4306317578982,0,1591.22989789177,8542.62990148434,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID2023224,79794-75-5,Loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,JCCNYMKQOSZNPW-UHFFFAOYSA-N,C22H23ClN2O2,382.1448057,2D-QSAR-Ready,DTXCID903224,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,JCCNYMKQOSZNPW-UHFFFAOYSA-N,C22H23ClN2O2,382.1448057,5.88,6.74,7.65,5.56,7.51,5.29,4.84,5.02,5.38,6.92,4.98,11.77,0,382.149@16.602,-0.42,-1.88,-0.84,-0.52,-0.77,-0.22,-0.32,-0.30,,-1.00,-0.36,-0.42,-1.88,-0.08,-0.52,-0.77,-0.22,-0.02,-0.30,-0.84,-1.00,-0.63,-0.10,0.77,1.68,-0.42,1.54,-0.69,-1.15,-0.97,-0.60,0.95,-1.01,0.38,-2.54,1.05,0.18,-0.33,0.78,1.16,0.61,-0.47,-0.78,-0.04,0.11
5,1.657,158.0040750319,158,545,227,732,1312,1129,1039,19907,13735,9281,9015.5,24128.5,20884,13391,9449.5,12193,13875.5,9284.5,11678.5,13317.5,13761,17356,15913,13977,12891,12970.5,14613,14429,10464,-8228.5,-417.5,4480,8340.5,-8215.5,-6907,-500,3521,2420,553.5,1179.5,,,-0.316316758673746,-0.0337977310194086,,,,-0.428742804287143,-0.702295207820888,-1.39913101654959,-0.896060575337989,5,13760.9545454545,1797.96376561914,13.0656907533571,1,12125.7527029,5814.44566030384,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID9024568,98-11-3,Benzenesulfonic acid,OS(=O)(=O)C1=CC=CC=C1,SRSXLGNVWSONIS-UHFFFAOYSA-N,C6H6O3S,158.003765227,2D-QSAR-Ready,DTXCID404568,OS(=O)(=O)C1=CC=CC=C1,SRSXLGNVWSONIS-UHFFFAOYSA-N,C6H6O3S,158.003765227,-0.29,0.44,0.18,-2.73,0.21,-1.43,-2.91,-3.05,-0.74,-0.92,-2.99,1.96,0,158.004@1.657,-0.54,-1.69,1.84,-0.71,-0.36,0.23,-0.41,-0.30,-2.05,-0.04,-0.68,-0.54,-1.69,-0.32,-0.03,-0.36,0.23,-0.41,-0.43,-0.70,-1.40,-0.90,0.75,1.30,1.11,-1.08,1.13,-0.10,-1.21,-1.32,0.42,0.28,-1.27,0.11,-2.05,0.52,1.05,0.45,1.54,0.35,0.31,-0.20,-1.50,-0.56,0.10
41,5.377,309.1692050319,309,188,142,193,0,112,104,105.5,56,114.5,0,53.5,146,125,66.5,96153,0,174.5,50,142.5,113.5,101,225,100,130,52,26818,61,185.5,-55.5,86.5,-1,101,171.5,-46,5,-14.5,-69335,61,11,,0.188828080458614,,,0.505910342357561,,-1.39794000867204,,,,-1.20040274613697,7,2543.5,7676.44602309262,301.806409400142,0,4922.8550974528,19336.4548712083,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8024157,33820-53-0,Isopropalin,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,NEKOXWSIMFDGMA-UHFFFAOYSA-N,C15H23N3O4,309.168856233,2D-QSAR-Ready,DTXCID904157,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,NEKOXWSIMFDGMA-UHFFFAOYSA-N,C15H23N3O4,309.168856233,3.81,4.81,5.73,3.54,5.75,3.51,3.07,3.12,3.84,4.88,3.1,1.13,0,309.169@5.377,3.94,3.66,0.46,-1.17,,-0.33,,-1.39,2.65,0.42,,3.94,0.19,0.46,-1.17,0.51,-0.33,-1.40,-1.39,2.65,0.42,-1.20,-0.30,0.73,1.68,-0.58,1.70,-0.61,-1.07,-1.02,-0.27,0.80,-1.04,2.26,-0.03,0.13,-0.87,0.16,-0.35,-1.00,-1.00,1.47,0.11,-0.88,0.08
58,14.19,492.0976350319,492,510,765,526,428,610,669,341.5,353.5,313,217,224,502.5,346.5,429.5,299.5,161.5,346,594.5,313.5,273.5,465,213.5,186,250.5,320,397.5,296,429.5,253,-40,-39.5,248,-10.5,-316.5,-96,-109.5,98,134.5,83.5,-0.130270186841733,,,0.0579919469776867,,,,,-0.485170751032835,-0.0794502423286949,-0.617389623309174,6,339.954545454545,115.562154576003,33.9934135669482,0,2865.99161215389,17889.6154403425,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID9022817,1260-17-9,Carminic acid,CC1=C2C(=O)C3=C(C(O)=C(O)C([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C3O)C(=O)C2=CC(O)=C1C(O)=O,DGQLVPJVXFOQEV-JNVSTXMASA-N,C22H20O13,492.090390704,2D-QSAR-Ready,DTXCID00209218,CC1=C2C(=O)C3=C(C(O)=C(O)C(C4OC(CO)C(O)C(O)C4O)=C3O)C(=O)C2=CC(O)=C1C(O)=O,DGQLVPJVXFOQEV-UHFFFAOYSA-N,C22H20O13,492.090390704,-0.97,0.17,-9.68,-17.84,-9.54,-13.07,-18.49,-18.64,-3.98,-11.8,-17.89,14.72,0,492.098@14.19,0.07,0.35,1.83,-0.96,1.52,0.59,-0.61,-0.57,-0.41,1.02,-1.15,-0.13,0.35,1.83,0.06,1.52,0.59,-0.61,-0.57,-0.49,-0.08,-0.62,1.51,1.68,0.21,-1.01,0.23,-0.30,-1.11,-1.13,1.06,-0.11,-1.02,-0.37,0.23,2.06,-0.14,1.67,0.53,-0.96,-0.92,-0.81,-0.31,-0.98,0.07
1,3.631,134.0742750319,134,642,1542,555,435,294,1376,8007.5,6762,7600.5,6815,17741.5,8124.5,5754,5458.5,7519.5,11892,6279,5303.5,7076,5852,6037.5,13883,7145.5,6644.5,6860,7114.5,12074,7753.5,-2704,314,-1748.5,-777.5,-3858.5,-979,890.5,1401.5,-405,182,1474.5,,-1.33314551835654,,,,,-0.810335933755045,-0.590480212545612,,-1.81518351254783,-0.629245706170532,6,7794.90909090909,2559.23819291975,32.8321749884742,0,7083.46458046109,3811.64662650949,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID3022164,1745-81-9,2-Allylphenol,OC1=CC=CC=C1CC=C,QIRNGVVZBINFMX-UHFFFAOYSA-N,C9H10O,134.073164942,2D-QSAR-Ready,DTXCID802164,OC1=CC=CC=C1CC=C,QIRNGVVZBINFMX-UHFFFAOYSA-N,C9H10O,134.073164942,2.69,2.9,2.37,1.4,2.52,1.66,1.28,1.24,2.45,2.27,1.27,8.28,0,134.074@3.631,2.56,3.55,-0.43,-0.76,-1.03,-0.32,-0.43,-0.69,1.12,0.80,-0.96,2.56,-1.33,-0.43,-0.76,-1.03,-0.32,-0.81,-0.59,1.12,-1.82,-0.63,1.13,1.47,0.60,-0.99,0.85,-0.57,-1.19,-1.26,0.73,0.44,-1.21,2.53,-0.84,-0.06,-0.34,-0.57,0.04,-0.38,-0.19,1.29,-1.25,-0.23,0.06
17,0.8,216.0633250319,216,886,579,129,429,112,281,8368,5840,8148.5,6727.5,18670,20674.5,9418.5,13825.5,14537.5,17579.5,6044.5,5749.5,7132,10362,9332.5,13764.5,7887,7886,19782.5,2692,15370,8374,-2618.5,1292,2213.5,2605,-4905.5,-12787.5,-1532.5,5957,-11845.5,-2209.5,2329.5,,-0.655150333453334,-0.565998143568811,-0.412045978800249,,,,-0.36565324644674,,,-0.414097667133495,6,9848.36363636364,4575.68689871164,46.4613926502123,0,9395.58372542437,6201.36122320698,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8024317,5902-51-2,Terbacil,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,NBQCNZYJJMBDKY-UHFFFAOYSA-N,C9H13ClN2O2,216.0665554,2D-QSAR-Ready,DTXCID104317,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,NBQCNZYJJMBDKY-UHFFFAOYSA-N,C9H13ClN2O2,216.0665554,2.75,2.48,2.8,1.15,2.49,1.49,0.91,0.95,2.04,1.99,0.86,14.95,0,216.063@0.8,0.64,0.42,0.46,-0.52,-0.15,-0.02,-0.27,,0.11,-0.34,-0.54,0.64,-0.66,-0.57,-0.41,-0.15,-0.02,-0.27,-0.37,0.11,-0.34,-0.41,1.29,0.92,1.36,-0.90,0.93,-0.44,-1.23,-1.18,0.32,0.25,-1.30,2.49,-1.25,-0.99,-0.55,0.20,0.59,-0.13,-0.42,0.96,-0.34,-0.56,0.06
25,5.4,236.1780850319,236,10664,12311,371,269,0,153,52271.5,28983,31838,39299.5,80367,42174.5,54449.5,53456,48332,57593,44174,30513.5,37677,24342,41063,74472,57362,68661.5,70546,40125,58598,40575.5,-21758,8694,-7496,1763.5,-5895,15187.5,14212,17090,-8207,1005,-3598.5,,-0.522923700974379,,-1.34801156096168,,-0.443563651568849,-0.583338697244421,-0.495254395573319,,-1.75820363961611,,5,49448.6818181818,16376.7280299498,33.118634163324,0,42773.8728670606,21105.8095926293,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID1020697,148081-72-5,"1-O-Hexyl-2,3,5-trimethylhydroquinone",CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.177630013,2D-QSAR-Ready,DTXCID50697,CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.177630013,5.67,5.83,5.59,4.63,5.71,4.13,4.39,4.4,5.45,5.52,4.49,1.93,0,236.178@5.4,0.49,-2.74,-1.76,-0.94,-2.18,-1.13,-0.58,-0.92,-0.42,-1.74,-0.88,0.49,-0.52,-1.76,-1.35,-2.18,-0.44,-0.58,-0.50,-0.42,-1.76,-0.88,0.96,1.21,0.83,-0.71,1.02,-1.51,-1.09,-1.08,0.60,0.71,-0.93,1.87,0.51,-1.15,-0.60,-1.72,0.61,0.43,0.54,0.65,-1.15,0.02,0.04
13,11.147,206.1310350319,206,9103,10429,7070,7106,8146,8358,9142,8896,6362,6952,5846.5,7217.5,7029.5,6680,8270,6747,10062,9159.5,8716.5,6349,7794,6988.5,7937,7504.5,6954.5,9431.5,6740.5,9665.5,17.5,-179.5,-13,842,1142,719.5,475,274.5,1161.5,-6.5,-396.5,-2.71800316826702,,,-0.91679767194096,-0.709229850107711,-1.00135599428013,-1.17023082564197,-1.38623411368944,-0.852486295416292,,,4,7931,1101.60185019981,13.8898228495752,1,8607.92862477022,5759.98479930647,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5020732,15687-27-1,Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,HEFNNWSXXWATRW-UHFFFAOYSA-N,C13H18O2,206.13067982,2D-QSAR-Ready,DTXCID90732,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,HEFNNWSXXWATRW-UHFFFAOYSA-N,C13H18O2,206.13067982,3.68,4.03,3.21,1.72,3.4,1.82,1.57,1.5,3.52,2.93,1.62,1.72,0,206.131@11.147,0.76,-0.51,0.32,-1.45,1.16,-0.31,-1.34,-1.34,-0.55,-0.54,-1.48,-2.72,-0.51,0.32,-0.92,-0.71,-1.00,-1.17,-1.39,-0.85,-0.54,-1.48,1.11,1.48,0.61,-0.97,0.81,-0.87,-1.13,-1.21,0.94,0.31,-1.08,-2.40,0.68,1.84,0.11,0.40,-0.01,-0.24,-0.54,0.20,0.63,-0.67,0.02
6,7.704,166.0997550319,166,1679,1028,913,2180,1203,1644,1855.5,847,500.5,909.5,1221,30314.5,1856,1759,2409,2602.5,1540,1274,1289,862,734,1821,14570.5,1565,489,2441.5,1687.5,2581.5,-581.5,442,361.5,-175.5,600,-15744,-291,-1270,32.5,-915,1041.5,,-0.282461140981615,-0.141295780184788,,-0.308564413561239,,,,-1.86995343901947,,-0.169861446552698,6,2665,3816.45361321452,143.206514567149,0,3184.7438174977,6145.46415396636,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5024687,98-29-3,4-tert-Butylcatechol,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2D-QSAR-Ready,DTXCID804687,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2.67,3.12,1.28,-0.34,1.6,0.25,-0.45,-0.56,2.34,1.15,-0.38,2.26,0,166.1@7.704,-0.90,-1.47,1.65,-1.24,0.62,-0.25,-1.38,-1.41,-0.44,-0.53,-3.79,-0.90,-0.28,-0.14,-1.24,-0.31,-0.25,-1.38,-1.41,-1.87,-0.53,-0.17,1.32,1.66,0.24,-1.02,0.49,-0.56,-1.10,-1.19,1.06,0.14,-1.05,-0.21,0.83,1.08,-0.81,0.79,0.88,-1.04,-1.09,-1.88,0.42,1.03,0.02
7,7.91,166.1002450319,166,7894,8310,1452,2938,1910,1316,15319,21000,11768,14270,16308.5,19544.5,20811,15769.5,15738.5,14988.5,21255.5,15541,19932.5,14539.5,15645,22271.5,20482,21108.5,20203.5,16040,20285,22386.5,222,-1067.5,2771.5,1375,5963,937.5,297.5,4434,301.5,5296.5,1131,-1.83887744171692,,-0.627987776790994,-1.01612127494837,-0.436949208611727,-1.31905328810918,-1.84480597915463,-0.551022234690989,-1.71767602191755,-0.451769195634515,-1.27400872054738,1,18948.6363636364,2773.76885130969,14.6383560171788,1,16118.2329053692,5642.93681197243,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5024687,98-29-3,4-tert-Butylcatechol,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2D-QSAR-Ready,DTXCID804687,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2.67,3.12,1.28,-0.34,1.6,0.25,-0.45,-0.56,2.34,1.15,-0.38,5.21,0,166.1@7.91,1.26,-0.18,0.64,-1.13,-0.20,0.05,-0.90,-1.54,0.13,-0.70,-1.49,-1.84,-0.18,-0.63,-1.02,-0.44,-1.32,-1.84,-0.55,-1.72,-0.45,-1.27,1.32,1.66,0.24,-1.02,0.49,-0.56,-1.10,-1.19,1.06,0.14,-1.05,-1.40,1.45,0.68,0.01,1.01,-0.51,-1.41,0.81,-1.19,0.98,-0.43,0.02
