Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	Comment	Manually modified for quantification	Manually modified for annotation	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	pos_1-octl_1	pos_1-octl_2	pos_1-octlW_1	pos_1-octlW_2	pos_butac_1	pos_butac_2	pos_butacW_1	pos_butacW_2	pos_chlor_1	pos_chlor_2	pos_chlorW_1	pos_chlorW_2	pos_chx_1	pos_chx_2	pos_chxW_1	pos_chxW_2	pos_dcm_1	pos_dcm_2	pos_dcmW_1	pos_dcmW_2	pos_DIWB_1	pos_DIWB_2	pos_glyctriol_1	pos_glyctriol_2	pos_glyctriolW_1	pos_glyctriolW_2	pos_hx_1	pos_hx_2	pos_hxW_1	pos_hxW_2	pos_no injection_1	pos_no injection_2	pos_no injection_3	pos_no injection_4	pos_octn_1	pos_octn_2	pos_octnW_1	pos_octnW_2	pos_olalc_1	pos_olalc_2	pos_olalcW_1	pos_olalcW_2	pos_test injection	pos_tol_1	pos_tol_2	pos_tolW_1	pos_tolW_2	pos_undec_1	pos_undec_2	pos_undecW_1	pos_undecW_2	Average	Stdev
3341	7.05	337.16199	w/o MS2:(2R,3R,4S,5S,6R)-2-[(2E)-4-ethenyl-2,5-dimethylhexa-2,5-dienoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	[M+H]+		0.039	False	null	337.16214	C16H26O6	Fatty acyl glycosides of mono- and disaccharides	FOWZPEXPOVXJSN-MIYBPCGNSA-N	OCC1OC(OCC(=CC(C=C)C(=C)C)C)C(O)C(O)C1O	530	True	True	False		False	False	null	null	100	null	null	null	null	8.38	pos_1-octl_1	337.16199:3672 338.16534:1005 339.1687:330		19446	20265	15591	14551	1010	714	1827	762	783	1585	239	1261	1579	947	858	846	779	285	595	714	494	831	1413	1380	2424	3041	1525	1180	1940	842	917	1085	309	1053	1156	1321	1444	1923	5701	5333	1483	1415	850	1023	685	212	1059	1119	563	1821	1745	2586.75305175781	4551.29134698362
3342	11.205	337.17764	w/o MS2:C17H24N2O5; PlaSMA ID-1845	[M+H]+		0.039	False	4.96	337.17749	C17H24N2O5	Formula predicted			530	True	True	False		False	False	null	null	100	99.8	null	null	null	19.44	pos_1-octl_1	337.17764:6610 338.18099:1605 339.18435:673		36931	35907	12453	13698	4625	4636	2958	5138	5077	5557	8574	9075	8099	7442	5716	5532	13246	13756	5915	6306	1637	3154	15237	15598	2693	2543	14168	15854	4561	5088	2252	1485	2802	2633	7600	7377	3703	2612	10104	11924	618	4877	1591	12501	13285	4779	4582	6178	6344	3418	2259	7923.492878035	7220.01819632741
3343	3.074	337.19666	w/o MS2:Berberine	[M+H]+	ion correlated with 2645; ion correlated with 2390; ion correlated with 2523; ion correlated with 2772; ion correlated with 2869; ion correlated with 3767	0.02	False	null	337.19449	[C20H18NO4]+	Protoberberine alkaloids and derivatives	YBHILYKTIRIUTE-UHFFFAOYSA-N	O(C=1C=CC2=CC=3C4=CC=5OCOC5C=C4CC[N+]3C=C2C1OC)C	530	True	True	False		False	False	null	null	97.7	null	null	null	null	10.56	pos_glyctriol_1	337.19666:6971 338.20001:1262 339.20337:471		269	0	115	0	222	130	163	0	308	125	243	116	142	0	106	0	288	105	125	105	0	0	50438	49246	14765	13783	0	159	106	0	0	0	0	0	0	0	0	104	298	324	0	154	105	113	99	242	242	0	119	0	0	2605.09255682253	10031.9373302816
3344	2.826	337.19696	w/o MS2:Berberine	[M+H]+	ion correlated with 4350; ion correlated with 2870; ion correlated with 3917; ion correlated with 3804; ion correlated with 2774; ion correlated with 2524; ion correlated with 4339	0.039	False	null	337.19449	[C20H18NO4]+	Protoberberine alkaloids and derivatives	YBHILYKTIRIUTE-UHFFFAOYSA-N	O(C=1C=CC2=CC=3C4=CC=5OCOC5C=C4CC[N+]3C=C2C1OC)C	530	True	True	False		False	False	null	null	97	null	null	null	null	44.32	pos_glyctriol_1	337.19696:23626 338.20031:4704 339.20367:1125		99	0	113	0	0	95	0	0	120	113	350	273	0	0	0	190	0	133	116	0	0	123	142240	143439	21082	19020	143	126	0	121	0	110	118	0	108	109	0	299	138	770	0	0	0	115	112	0	124	111	0	109	0	6472.89968767353	28098.9464227968
3345	13.296	337.21237	w/o MS2:Acebutolol HCl	[M+H]+		1	False	null	337.21201	C18H29ClN2O4	Alkyl-phenylketones	KTUFKADDDORSSI-UHFFFAOYSA-N	Cl.O=C(NC1=CC=C(OCC(O)CNC(C)C)C(=C1)C(=O)C)CCC	530	True	True	False		False	False	null	null	99.9	null	null	null	null	43.4	pos_chxW_2	337.21237:15471 338.21572:4011 339.21908:948		80298	85729	82548	85511	80222	80245	84057	83473	69449	69642	81842	80549	78708	73089	92744	90291	80005	76032	75162	82419	91678	83717	77866	61103	79786	71137	76560	81374	84119	82930	101710	85030	86610	88814	77411	76374	81921	79131	86145	87215	85142	85399	96728	83532	76839	73205	75906	101155	92808	92926	98551	82643.8081341912	8040.40516884844
3346	13.013	337.23456	w/o MS2:Eicosanoids_12,13diHOME_C18H34O4	[M+H]+	ion correlated with 2813; ion correlated with 3135; ion correlated with 3564	0.02	False	null	337.23499				n/a	530	True	True	False		False	False	null	null	99.9	null	null	null	null	20.1	pos_glyctriol_1	337.23456:6705 338.23791:1186 339.24127:457		7427	2763	3812	4153	3719	4188	5153	3522	3024	4874	3576	5980	6222	2987	4085	4592	4458	4519	3613	2395	2648	4737	70324	27776	5200	3740	3976	1460	3424	2296	2802	2108	7008	3375	882	5772	3724	4683	14074	7371	4142	11536	4399	4976	1321	5483	3642	3520	4613	4250	4136	6165.93604114009	9977.603238064
3347	9.579	337.23468	w/o MS2:Eicosanoids_12,13diHOME_C18H34O4	[M+H]+	ion correlated with 4610	0.078	False	null	337.23499				n/a	530	True	True	False		False	False	null	null	100	null	null	null	null	44.45	pos_olalc_1	337.23468:57445 338.23803:11722 339.24139:2120		3054	2898	2096	2319	1374	2559	3418	1255	3501	2529	2611	1091	4562	2562	4021	1964	3455	2482	3161	2390	1152	2259	76297	25165	3767	22528	846	3275	2374	1490	1860	1521	1440	1559	3315	2852	1808	1249	370095	365608	74842	74300	3325	1930	4241	1298	2218	1513	1955	739	1168	21790.055295458	72771.8099754755
3348	12.652	337.23477	w/o MS2:Eicosanoids_12,13diHOME_C18H34O4	[M+H]+	ion correlated with 1076; ion correlated with 341; ion correlated with 3780; ion correlated with 3825; ion correlated with 4073	0.039	False	null	337.23499				n/a	530	True	True	False		False	False	null	null	100	null	null	null	null	24.2	pos_1-octlW_2	337.23477:11622 338.23812:3667 339.24148:648		10556	2751	64945	64818	5050	4931	9008	5307	5283	5782	14444	11971	5188	3373	4627	4041	6970	6778	5134	2176	7403	2804	3165	2468	11000	3461	4062	3987	4242	6336	3550	5156	4099	2933	4396	5974	13302	7830	12479	24813	4993	4780	3608	4372	5294	7856	9730	4800	6381	6153	5060	8620.0517578125	12120.9115275518
3349	10.911	337.23483	w/o MS2:Eicosanoids_12,13diHOME_C18H34O4	[M+H]+		0.02	False	null	337.23499				n/a	530	True	True	False		False	False	null	null	100	null	null	null	null	10.36	pos_glyctriol_1	337.23483:11819 338.23818:2333 339.24154:1121		5330	6280	4562	7754	2779	5002	3820	5270	2334	5451	2194	4069	2475	1355	1464	5568	1778	2528	3197	4448	4113	3993	101369	93230	9139	5928	1897	5096	1457	2409	4298	1799	2826	1360	2672	4920	1482	3973	13289	23015	16834	16753	4509	4207	4277	2740	3677	3892	2437	6272	1657	8493.66168332567	18617.1955117319
3350	10.268	337.23486	w/o MS2:Eicosanoids_12,13diHOME_C18H34O4	[M+H]+	ion correlated with 2805	0.039	False	null	337.23499				n/a	530	True	True	False		False	False	null	null	100	null	null	null	null	48.46	pos_olalc_2	337.23486:33762 338.23821:6806 339.24157:1669		6474	4496	3487	3148	4330	2624	3020	2146	2647	3779	3670	2128	1500	1865	1655	2533	2343	2288	5345	3782	1653	2208	6540	52156	4765	3566	2575	1946	4114	3940	1776	3280	2583	1923	2116	5084	1160	3284	236534	245731	28832	25590	5755	2024	1724	2114	2389	4055	1887	2616	2654	14310.4729147518	47033.0838238104
3351	9.825	337.23499	w/o MS2:Eicosanoids_12,13diHOME_C18H34O4	[M+H]+	ion correlated with 4815	0.039	False	null	337.23499				n/a	530	True	True	False		False	False	null	null	100	null	null	null	null	54.83	pos_olalc_2	337.23499:39506 338.23834:8179 339.2417:1966		2580	3830	2489	1690	3289	3387	2008	2056	2623	1944	3074	965	2215	2235	1697	2080	2439	1360	1664	1325	3872	1908	10408	8065	11663	5998	2213	1586	2574	2823	3141	3035	1375	1615	1089	1608	1846	2421	288105	291815	13550	15862	1725	1898	808	2447	3421	3405	2458	3007	2117	14564.834654565	56279.1246255016
3352	13.589	337.23502	w/o MS2:Eicosanoids_12,13diHOME_C18H34O4	[M+H]+		0.039	False	null	337.23499				n/a	530	True	True	False		False	False	null	null	100	null	null	null	null	17.62	pos_undec_1	337.23502:7175 338.23837:1442 339.24173:821		6160	8271	6589	11623	1517	7092	6030	9236	10174	8689	5579	5642	6013	5517	9625	7856	5582	3133	11294	5863	7722	1631	6075	12950	5269	5649	9322	3971	5279	4896	4075	3408	6062	6828	3040	7438	4800	5790	12162	15708	13829	10558	4582	7996	8590	7099	5066	44544	46622	17409	17879	8975.1511182598	8298.43048865012
3353	11.606	337.23508	w/o MS2:Eicosanoids_12,13diHOME_C18H34O4	[M+H]+		0.039	False	null	337.23499				n/a	530	True	True	False		False	False	null	null	100	null	null	null	null	80.46	pos_glyctriol_1	337.23508:64917 338.23843:13593 339.24179:2206		2674	2429	1427	1417	1828	3915	3515	3009	1635	2706	4756	4365	2719	1766	1750	2734	3364	2912	2231	1256	1757	2366	537867	526810	44017	46111	2308	4068	3644	2541	2956	2191	2618	2206	2136	5735	1523	2548	29634	21914	14988	9481	5316	1912	2233	2528	2362	4764	3258	3246	1138	26442.8718118107	103660.870906612
3354	11.08	337.23508	w/o MS2:Eicosanoids_12,13diHOME_C18H34O4	[M+H]+		0.078	False	null	337.23499				n/a	530	True	True	False		False	False	null	null	100	null	null	null	null	47.38	pos_glyctriol_1	337.23508:71779 338.23843:15359 339.24179:2448		3153	5208	2730	3154	4803	3121	3571	3223	2345	7065	5803	5201	2892	2121	2708	7916	3057	5273	3220	3084	3699	2045	658970	461026	47983	42094	3008	3253	2991	1736	2354	4206	1927	2011	3338	5686	4718	6107	36793	14530	5776	14891	3721	2003	2686	1725	3030	3470	5116	6976	2978	28244.9416408165	110695.739692725
3355	9.428	337.23511	w/o MS2:Eicosanoids_12,13diHOME_C18H34O4	[M+H]+	ion correlated with 4444; ion correlated with 4462	0.039	False	null	337.23499				n/a	530	True	True	False		False	False	null	null	100	null	null	null	null	100.07	pos_olalc_1	337.23511:69145 338.23846:15867 339.24182:2543		3680	5259	2230	2025	3628	3805	2179	2050	4463	2820	2846	3217	2706	2402	753	2833	4690	2655	4333	1949	5728	4350	76297	19064	11906	5072	5655	3829	3210	1942	1764	3755	1786	2437	1849	1905	1534	3990	476514	451422	27855	38584	2337	2563	2564	1898	2071	2894	1547	1533	3099	24146.5775337967	90570.1781492524
3356	12.458	337.23511	w/o MS2:Eicosanoids_12,13diHOME_C18H34O4	[M+H]+	ion correlated with 3264; ion correlated with 3755; ion correlated with 1074	0.118	False	null	337.23499				n/a	530	True	True	False		False	False	null	null	100	null	null	null	null	119.97	pos_1-octlW_1	337.23511:143286 338.23846:32729 339.24182:4163		11236	14016	727159	723975	13153	6580	20505	20685	9922	13238	53376	54032	20875	21173	17184	15813	17407	17139	17831	15977	14809	12037	17918	8036	17903	16463	14856	11515	12796	15125	5483	3056	4767	12161	13034	16018	30108	31759	17320	20225	19485	22174	15483	9599	9472	24206	20626	13957	11873	19339	20545	44969.0765596278	139181.902694976
3357	11.373	337.23517	w/o MS2:Eicosanoids_12,13diHOME_C18H34O4	[M+H]+		0.078	False	null	337.23499				n/a	530	True	True	False		False	False	null	null	100	null	null	null	null	58.23	pos_glyctriol_1	337.23517:105315 338.23852:20823 339.24188:13910		6001	4319	2885	2225	1943	2708	3383	4269	3337	7901	2680	2868	5245	3797	7749	2587	5323	3907	2233	7012	4715	5774	1107303	1071819	70459	87045	6995	4313	4431	5887	4549	6446	4071	4443	3564	2709	2917	3666	6983	10274	5711	8310	5515	3507	3635	2543	2283	2841	4046	3044	2427	49894.0422746247	212677.364209527
3358	12.277	337.23517	w/o MS2:Eicosanoids_12,13diHOME_C18H34O4	[M+H]+	ion correlated with 334; ion correlated with 3267; ion correlated with 3757	0.078	False	null	337.23499				n/a	530	True	True	False		False	False	null	null	100	null	null	null	null	119.93	pos_1-octlW_2	337.23517:96740 338.23852:21234 339.24188:3329		7460	6440	470062	479198	8557	9123	17880	15769	9220	9932	39383	40222	13682	16829	13560	11432	14289	13123	14801	16164	10069	12281	19358	16695	16428	13210	8564	8757	12820	11772	2738	9602	9660	7771	7485	10491	24772	22320	10907	21644	21461	24130	10680	5749	9792	16617	18356	16173	5429	13574	14945	32183.9170687806	90564.7991536111
3359	5.988	338.1738	w/o MS2:OLOPATADINE HYDROCHLORIDE	[M+H]+		0.02	False	null	338.17499	C21H23NO3			O=C(O)Cc1ccc2OCc3ccccc3C(=CCCN(C)C)c2c1	530	True	True	False		False	False	null	null	99.3	null	null	null	null	19.2	pos_hx_1	338.1738:3389 339.17715:1218 340.18051:552		7198	6865	3335	2934	4048	4931	2772	3135	199	427	4278	4658	5189	6975	851	1797	511	2244	3377	3890	99	311	12139	12144	446	1717	16122	13206	870	2018	127	309	267	0	6341	6345	800	2263	4696	6435	1920	968	152	2700	2330	2737	1948	6788	6976	1101	1681	3638.6743144615	3654.52462185203
3360	6.44	338.21707	w/o MS2:MLS000859898-01!	[M+H]+	ion correlated with 1212; ion correlated with 1976; ion correlated with 2229; ion correlated with 1235; ion correlated with 1663; ion correlated with 1107	0.039	False	null	338.21701	C22H27NO2			C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C	530	True	True	False		False	False	null	null	100	null	null	null	null	11.4	pos_olalc_2	338.21707:4632 339.22042:1654 340.22378:1019		1421	585	1113	655	915	568	589	566	291	1488	543	1064	303	1041	1853	364	1782	764	365	1594	827	1039	1634	844	858	1897	913	897	956	967	1125	619	681	411	818	1482	546	1340	21752	23203	9182	8960	867	830	1132	1132	429	2758	1361	1017	1846	2160.54813220454	4465.6534284967
3361	7.282	338.21738	w/o MS2:MLS000859898-01!	[M+H]+	ion correlated with 3422; ion correlated with 3807	0.039	False	null	338.21701	C22H27NO2			C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C	530	True	True	False		False	False	null	null	99.9	null	null	null	null	14.59	pos_glyctriol_1	338.21738:6973 339.22073:2200 340.22409:509		1643	1014	633	376	926	418	1112	322	601	241	401	3085	687	200	438	772	684	1192	559	463	1013	295	52343	49395	21069	22663	510	337	477	513	701	691	285	248	1261	588	190	871	1138	114	500	342	765	891	1142	609	510	605	315	255	973	3477.93648080265	10538.5445133688
3362	2.991	338.21744	w/o MS2:MLS000859898-01!	[M+H]+		0.353	False	null	338.21701	C22H27NO2			C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C	530	True	True	False		False	False	null	null	99.9	null	null	null	null	133.51	pos_butac_1	338.21744:98554 339.22079:18934 340.22415:3216		4899	4628	1699	1570	381686	371986	7601	8461	291066	305823	79628	83266	6298	6478	0	0	281539	280987	17157	15625	114	124	18728	18092	115	146	70751	69248	90	0	0	0	0	107	3888	3850	102	0	40121	42354	0	117	0	113512	113224	1469	1264	2087	2279	0	106	52005.5594503365	103565.858104103
3363	2.779	338.2536	w/o MS2:MLS001148124-01!	[M+H]+	ion correlated with 4828	0.275	False	null	338.254	C20H35NOS			OC(c1ccc(SC(C)C)cc1)C(NCCCCCCCC)C	530	True	True	False		False	False	null	null	99.9	null	null	null	null	17.52	pos_butac_1	338.2536:7183 339.25695:955 340.26031:368		28014	26144	15984	18190	65315	64196	19851	19463	52566	52785	33082	33044	11288	11918	5166	5430	43312	41378	16065	15094	0	111	17592	15282	636	1705	36391	32643	6634	4263	0	111	126	0	11803	12432	2509	5121	17972	18593	4116	4009	156	31738	31436	8347	9355	11276	12740	4497	1797	17287.7977597106	17088.0633868238
3364	15.132	338.34174	w/o MS2:Erucamide	[M+H]+	similar chromatogram in higher mz_3615	0.059	False	null	338.34174	C22H43NO	Fatty amides	UAUDZVJPLUQNMU-UHFFFAOYSA-N	N=C(O)CCCCCCCCCCCC=CCCCCCCCC	530	True	True	False		False	False	null	null	100	null	null	null	null	333.38	pos_no injection_3	338.34174:87600 339.34509:21226 340.34845:2663		98560	87351	42548	72650	71484	52748	90721	80062	154502	106284	69238	135958	42595	43644	46565	45016	103601	74301	62035	96549	104826	62437	34608	36771	37133	36734	35874	39321	40281	40053	1288307	2328578	2368631	165027	54915	56530	34873	42466	29039	32213	25275	30271	10414	42065	34104	37704	41642	31536	28846	38929	35855	172581.722617953	477349.221611513
3365	15.999	338.34183	w/o MS2:Erucamide	[M+H]+	similar chromatogram in higher mz_3617	0.02	False	null	338.34174	C22H43NO	Fatty amides	UAUDZVJPLUQNMU-UHFFFAOYSA-N	N=C(O)CCCCCCCCCCCC=CCCCCCCCC	530	True	True	False		False	False	null	null	100	null	null	null	null	700.01	pos_test injection	338.34183:180065 339.34518:39751 340.34854:5629		33495	34529	51032	40766	84598	46614	73089	69778	39315	27487	45919	58025	27966	65139	62303	46538	42503	47119	22816	52887	39013	58136	51246	44381	59638	39775	23381	52093	35332	53689	98191	43240	116428	73255	58259	74112	47753	23177	68780	65836	42474	24868	2936321	51055	39401	57716	74086	56176	54004	40635	35465	108035.919960172	404392.119198609
3366	15.267	338.34201	w/o MS2:Erucamide	[M+H]+		0.039	False	null	338.34174	C22H43NO	Fatty amides	UAUDZVJPLUQNMU-UHFFFAOYSA-N	N=C(O)CCCCCCCCCCCC=CCCCCCCCC	530	True	True	False		False	False	null	null	100	null	null	null	null	334.33	pos_DIWB_1	338.34201:90242 339.34536:22150 340.34872:3331		1168758	2470016	139973	2686491	199802	161644	2468016	2433964	3613754	2424910	2357523	3595070	139320	149978	151437	147074	1659341	2301854	179925	3343687	2211266	175913	126443	132278	130055	120632	128776	132342	134738	141661	128394	127347	2368631	2266274	167544	161797	130325	149605	123933	126587	108695	118512	10860	142841	122350	128414	145685	123512	112068	125800	131074	828370.36651731	1137399.24407988
3367	15.388	338.34213	w/o MS2:Erucamide	[M+H]+	similar chromatogram in higher mz_3618	0.863	False	null	338.34174	C22H43NO	Fatty amides	UAUDZVJPLUQNMU-UHFFFAOYSA-N	N=C(O)CCCCCCCCCCCC=CCCCCCCCC	530	True	True	False		False	False	null	null	99.9	null	null	null	null	350.69	pos_chlor_1	338.34213:154611 339.34548:32574 340.34884:4753		1467228	2470016	2442929	2686491	2554405	2401094	2468016	2433964	3613754	2424910	2357523	3595070	2477548	2442699	2301508	2534444	1659341	2301854	2483979	3343687	2211266	2333640	2453968	2407823	2442058	2433573	2525679	2418336	2550263	2542475	68401	69172	86580	118182	2554316	2536203	2450142	2626549	2771814	2430530	2405749	2744359	17299	2627364	2404694	2409884	2509088	2687668	1245793	2344734	1617237	2225594.13434436	818422.551529647
3368	1.432	339.04065	w/o MS2:Eupafolin	[M+H]+	ion correlated with 2045; ion correlated with 749; ion correlated with 422; ion correlated with 3117; ion correlated with 1036; ion correlated with 1046; ion correlated with 2586; ion correlated with 2638; ion correlated with 2783; ion correlated with 2865; ion correlated with 3785; ion correlated with 1742; ion correlated with 3116; ion correlated with 1304; ion correlated with 2452; ion correlated with 2508; ion correlated with 3088; ion correlated with 1369; ion correlated with 1900; ion correlated with 103; ion correlated with 321; ion correlated with 1387; ion correlated with 2383	0.039	False	5.22	339.04001	C16H12O7	6-O-methylated flavonoids	FHHSEFRSDKWJKJ-UHFFFAOYSA-N	O=C1C=C(OC2=CC(O)=C(OC)C(O)=C12)C=3C=CC(O)=C(O)C3	530	True	True	False		False	False	null	null	99.8	99.9	null	null	null	13.8	pos_1-octl_2	339.04065:3591 340.044:794 341.04736:812		18160	18057	10794	12527	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	119	0	100	0	0	0	0	0	0	112	119	0	0	111	116	142	110	0	0	0	0	0	0	0	0	0	1190.34042463116	4140.41507315996
3369	1.162	339.09653	w/o MS2:_130130	[M+H]+	ion correlated with 2203; ion correlated with 2515; ion correlated with 2864; ion correlated with 1942	0.039	False	null	339.09601	C15H21ClO5	Terpene lactones	BJGUEPXNQKBVBW-UHFFFAOYSA-N	O=C(O)C1=CC2C(C(=O)OC1)C(O)(CCl)CCC2C(C)C	530	True	True	False		False	False	null	null	99.9	null	null	null	null	19.85	pos_glyctriol_1	339.09653:5087 340.09988:523 341.10324:0		2916	2117	108	0	3304	3321	540	749	3113	2809	2506	2128	371	265	0	0	3744	3439	339	993	0	0	21347	19657	5738	6214	2221	0	0	116	0	0	0	0	404	305	0	0	1796	2263	0	120	0	2988	2921	0	0	303	105	0	107	1948.41625378179	4104.89196620492
3370	9.247	339.10907	w/o MS2:2-morpholino-7H-naphtho[1,2,3-de]quinolin-7-one	[M+H]+	ion correlated with 235; ion correlated with 439; ion correlated with 1237; ion correlated with 2189; ion correlated with 641; ion correlated with 1540; ion correlated with 1809; ion correlated with 1913; ion correlated with 2289; ion correlated with 3093; ion correlated with 3166; ion correlated with 4305; ion correlated with 4611	0.078	False	5.52	339.10999	C20H16N2O2	Anthracenes	BUWARJBQHWMPTL-UHFFFAOYSA-N	O=C1C=2C=CC=CC2C3=CC(=NC4=CC=CC1=C43)N5CCOCC5	530	True	True	False		False	False	null	null	99.6	99.9	null	null	null	105.85	pos_glyctriol_1	339.10907:29972 340.11242:4491 341.11578:1213		0	230	0	0	0	242	228	0	104	0	0	0	0	147	225	130	252	0	126	106	111	0	209184	211212	173189	172071	0	0	0	100	0	167	0	0	269	126	0	260	140	126	114	139	102	108	226	104	0	278	123	158	100	15101.9204815135	52218.915516031
3371	8.816	339.10919	w/o MS2:2-morpholino-7H-naphtho[1,2,3-de]quinolin-7-one	[M+H]+	ion correlated with 4089; ion correlated with 2288; ion correlated with 3893; ion correlated with 440; ion correlated with 3094; ion correlated with 4304; ion correlated with 1238; ion correlated with 1539; ion correlated with 1907; ion correlated with 233; ion correlated with 2190	0.078	False	5.52	339.10999	C20H16N2O2	Anthracenes	BUWARJBQHWMPTL-UHFFFAOYSA-N	O=C1C=2C=CC=CC2C3=CC(=NC4=CC=CC1=C43)N5CCOCC5	530	True	True	False		False	False	null	null	99.7	99.9	null	null	null	33.64	pos_glyctriol_1	339.10919:9363 340.11254:2114 341.1159:750		0	108	0	0	0	109	197	134	117	167	0	0	102	110	269	346	102	128	237	110	0	0	52693	50463	34739	36466	130	129	138	0	351	0	236	110	0	106	108	0	104	118	108	0	0	105	125	149	0	0	145	133	0	3507.67520006965	12027.3844241333
3372	7.422	339.15125	w/o MS2:NCGC00381117-01!2-amino-4-hydroxy-5-[[1-(4-methoxy-6-oxopyran-2-yl)-3-methylbutyl]amino]-5-oxopentanoic acid	[M+H]+	ion correlated with 3373	0.314	False	null	339.15399	C16H24N2O7	Glutamine and derivatives	KPJWCCNQYSXELE-UHFFFAOYSA-N	O=C(O)C(N)CC(O)C(O)=NC(C=1OC(=O)C=C(OC)C1)CC(C)C	530	True	True	False		False	False	null	null	96.3	null	null	null	null	21.38	pos_hx_2	339.15125:15276 340.1546:2478 341.15796:1833		3892	5018	28550	28202	2597	3531	16292	17774	158	234	8939	9494	23816	25084	16111	15807	7596	6564	17353	18275	346	453	26593	28016	5953	7015	72717	74296	11585	12360	158	349	103	238	35857	35319	12287	13167	10334	11219	12247	12456	290	1910	982	11018	11192	39639	40865	7699	8319	14907.2629026525	16259.1046976688
3373	7.415	339.15381	w/o MS2:NCGC00381117-01!2-amino-4-hydroxy-5-[[1-(4-methoxy-6-oxopyran-2-yl)-3-methylbutyl]amino]-5-oxopentanoic acid	[M+H]+	ion correlated with 3372	0.02	False	null	339.15399	C16H24N2O7	Glutamine and derivatives	KPJWCCNQYSXELE-UHFFFAOYSA-N	O=C(O)C(N)CC(O)C(O)=NC(C=1OC(=O)C=C(OC)C1)CC(C)C	530	True	True	False		False	False	null	null	100	null	null	null	null	13.04	pos_butacW_2	339.15381:3621 340.15716:781 341.16052:346		3697	5018	28275	28202	2746	3789	16292	17770	158	218	8950	9184	23816	25066	16111	15382	7596	6564	17331	18278	346	326	26593	27997	6323	7015	72593	74255	11463	12360	103	131	103	238	35857	34961	12287	12974	10524	11242	12135	11868	192	1636	649	11018	11097	39575	40690	7699	8145	14839.9914224662	16243.5356985634
3374	10.163	339.19296	w/o MS2:NCGC00380535-01_C20H28O3_12-Oxopimara-9(11),15-dien-18-oic acid	[M+H]+	similar chromatogram in higher mz_4190; similar chromatogram in higher mz_4386; similar chromatogram in higher mz_4535	0.078	False	null	339.19299	C20H28O3	Diterpenoids	VNOMXNULTAUIDL-UHFFFAOYSA-N	O=C(O)C1(C)CCCC2(C3=CC(=O)C(C=C)(C)CC3CCC12)C	530	True	True	False		False	False	null	null	100	null	null	null	null	17.49	pos_dcm_1	339.19296:5579 340.19631:1452 341.19967:739		30736	36321	2847	3123	3456	5092	2046	1506	8019	8158	2469	1194	672	658	181	406	32810	35064	1486	852	274	191	7501	7999	369	112	5543	5700	517	201	275	446	287	437	689	618	219	721	6550	6744	174	1186	211	6303	4689	240	220	1210	1062	436	857	4687.68424269732	8938.58551975071
3375	1.254	339.19391	w/o MS2:Cafestol	[M+H]+	ion correlated with 1942; ion correlated with 2902; ion correlated with 4130; ion correlated with 2711; ion correlated with 3904; ion correlated with 2712; ion correlated with 4043; ion correlated with 2617; ion correlated with 2844; ion correlated with 2863; ion correlated with 2514; ion correlated with 1905; ion correlated with 2287	0.02	False	6.55	339.194	C20H28O3	Naphthofurans	DNJVYWXIDISQRD-UHFFFAOYSA-N	OCC1(O)CC23CCC4C=5C=COC5CCC4(C)C3CCC1C2	530	True	True	False		False	False	null	null	100	99.9	null	null	null	12.08	pos_glyctriol_1	339.19391:3609 340.19726:875 341.20062:364		0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	13896	13583	1942	1731	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	615.141038184072	2702.20707556057
3376	6.805	339.24789	w/o MS2:Kirenol	[M+H]+	ion correlated with 778; ion correlated with 4349; ion correlated with 2280; ion correlated with 2244; ion correlated with 3377; ion correlated with 2567; ion correlated with 3829; ion correlated with 1750; ion correlated with 2137; ion correlated with 2914; ion correlated with 657	0.02	False	6.75	339.25	C20H34O4	Diterpenoids	NRYNTARIOIRWAB-JPDRSCFKSA-N	OCC(O)C1(C=C2CCC3C(C)(CO)CC(O)CC3(C)C2CC1)C	530	True	True	False		False	False	null	null	97.8	100	null	null	null	14.06	pos_olalc_1	339.24789:6169 340.25124:2195 341.2546:801		304	179	120	263	631	187	136	451	452	776	663	125	151	249	327	139	183	614	694	0	0	149	284	134	126	239	273	133	157	117	246	133	156	152	311	446	123	178	27501	27831	9249	10938	387	108	167	294	486	192	441	433	367	1733.26216843549	5635.49796906278
